word	sentiment	lexicon
repelling	negative	nrc
repent	positive	nrc
replenish	positive	nrc
replete	positive	nrc
reporter	positive	nrc
repose	positive	nrc
represented	positive	nrc
repress	negative	nrc
repression	negative	nrc
reprimand	negative	nrc
reprint	negative	nrc
reprisal	negative	nrc
reproach	negative	nrc
reproductive	positive	nrc
republic	negative	nrc
repudiation	negative	nrc
repulsion	negative	nrc
reputable	positive	nrc
rescind	negative	nrc
rescission	negative	nrc
rescue	positive	nrc
resent	negative	nrc
resentful	negative	nrc
resentment	negative	nrc
reserve	positive	nrc
resident	positive	nrc
resign	negative	nrc
resignation	negative	nrc
resigned	negative	nrc
resilient	positive	nrc
resist	negative	nrc
resistance	negative	nrc
resistant	negative	nrc
resisting	negative	nrc
resistive	positive	nrc
resolutely	positive	nrc
resources	positive	nrc
respect	positive	nrc
respectability	positive	nrc
respectable	positive	nrc
respectful	positive	nrc
respecting	positive	nrc
respects	positive	nrc
respite	positive	nrc
resplendent	positive	nrc
responsible	positive	nrc
responsive	positive	nrc
rest	positive	nrc
restful	positive	nrc
restitution	positive	nrc
restorative	positive	nrc
restoring	positive	nrc
restrain	negative	nrc
restraint	positive	nrc
restrict	negative	nrc
restriction	negative	nrc
restrictive	negative	nrc
resumption	positive	nrc
retaliate	negative	nrc
retaliation	negative	nrc
retaliatory	negative	nrc
retard	negative	nrc
retardation	negative	nrc
retention	positive	nrc
reticent	negative	nrc
retirement	negative	nrc
retirement	positive	nrc
retort	negative	nrc
retract	negative	nrc
retraction	negative	nrc
retrenchment	negative	nrc
retribution	negative	nrc
retrograde	negative	nrc
reunion	positive	nrc
revel	positive	nrc
revels	positive	nrc
revenge	negative	nrc
revere	positive	nrc
reverence	positive	nrc
reverend	positive	nrc
reverie	positive	nrc
reversal	negative	nrc
revise	positive	nrc
revival	positive	nrc
revive	negative	nrc
revive	positive	nrc
revocation	negative	nrc
revoke	negative	nrc
revolt	negative	nrc
revolting	negative	nrc
revolution	negative	nrc
revolution	positive	nrc
revolutionary	positive	nrc
revolver	negative	nrc
revulsion	negative	nrc
reward	positive	nrc
rheumatism	negative	nrc
rhythm	positive	nrc
rhythmical	positive	nrc
ribbon	positive	nrc
richness	positive	nrc
rickety	negative	nrc
riddled	negative	nrc
rider	positive	nrc
ridicule	negative	nrc
ridiculous	negative	nrc
rife	negative	nrc
rifle	negative	nrc
rift	negative	nrc
righteous	positive	nrc
rightful	positive	nrc
rightly	positive	nrc
rigid	negative	nrc
rigidity	negative	nrc
rigor	negative	nrc
rigorous	negative	nrc
ringer	negative	nrc
riot	negative	nrc
riotous	negative	nrc
ripe	positive	nrc
ripen	positive	nrc
rising	positive	nrc
risk	negative	nrc
risky	negative	nrc
rivalry	negative	nrc
riveting	positive	nrc
roadster	positive	nrc
rob	negative	nrc
robber	negative	nrc
robbery	negative	nrc
robust	positive	nrc
rock	positive	nrc
rod	positive	nrc
rogue	negative	nrc
rollicking	positive	nrc
romance	positive	nrc
romantic	positive	nrc
romanticism	positive	nrc
romp	positive	nrc
rook	negative	nrc
rooted	positive	nrc
rosy	positive	nrc
rot	negative	nrc
rota	positive	nrc
rotting	negative	nrc
roughness	negative	nrc
rout	negative	nrc
routine	positive	nrc
row	negative	nrc
rowdy	negative	nrc
royalty	positive	nrc
rubbish	negative	nrc
rubble	negative	nrc
rubric	positive	nrc
rue	negative	nrc
ruffle	negative	nrc
rugged	negative	nrc
ruin	negative	nrc
ruined	negative	nrc
ruinous	negative	nrc
rumor	negative	nrc
runaway	negative	nrc
rupture	negative	nrc
ruse	negative	nrc
rust	negative	nrc
rusty	negative	nrc
ruth	positive	nrc
ruthless	negative	nrc
saber	negative	nrc
sabotage	negative	nrc
sacrifices	negative	nrc
sadly	negative	nrc
sadness	negative	nrc
safe	positive	nrc
safeguard	positive	nrc
sag	negative	nrc
sage	positive	nrc
saint	positive	nrc
saintly	positive	nrc
salary	positive	nrc
salient	positive	nrc
salutary	positive	nrc
salute	positive	nrc
salvation	positive	nrc
salve	positive	nrc
samurai	positive	nrc
sanctification	positive	nrc
sanctify	positive	nrc
sanctuary	positive	nrc
sanguine	positive	nrc
sanitary	positive	nrc
sap	negative	nrc
sarcasm	negative	nrc
sarcoma	negative	nrc
sardonic	negative	nrc
satanic	negative	nrc
satin	positive	nrc
satisfactorily	positive	nrc
satisfied	positive	nrc
saturated	negative	nrc
savage	negative	nrc
savagery	negative	nrc
save	positive	nrc
savings	positive	nrc
savor	positive	nrc
savory	positive	nrc
savvy	positive	nrc
scab	negative	nrc
scaffold	negative	nrc
scalpel	negative	nrc
scaly	negative	nrc
scandal	negative	nrc
scandalous	negative	nrc
scanty	negative	nrc
scapegoat	negative	nrc
scar	negative	nrc
scarce	negative	nrc
scarcely	negative	nrc
scarcity	negative	nrc
scare	negative	nrc
scarecrow	negative	nrc
scarecrow	positive	nrc
scavenger	negative	nrc
scheme	negative	nrc
schism	negative	nrc
schizophrenia	negative	nrc
scholar	positive	nrc
scholarship	positive	nrc
sciatica	negative	nrc
scientific	positive	nrc
scientist	positive	nrc
scintilla	positive	nrc
scoff	negative	nrc
scold	negative	nrc
scolding	negative	nrc
scorching	negative	nrc
score	positive	nrc
scorn	negative	nrc
scorpion	negative	nrc
scotch	negative	nrc
scoundrel	negative	nrc
scourge	negative	nrc
scrambling	negative	nrc
scrapie	negative	nrc
scream	negative	nrc
screaming	negative	nrc
screech	negative	nrc
screwed	negative	nrc
scribe	positive	nrc
scrimmage	negative	nrc
script	positive	nrc
scrub	negative	nrc
scrumptious	positive	nrc
scrutinize	negative	nrc
scrutiny	negative	nrc
sculpture	positive	nrc
scum	negative	nrc
sea	positive	nrc
seal	positive	nrc
sear	negative	nrc
seasoned	positive	nrc
secession	negative	nrc
secluded	negative	nrc
seclusion	negative	nrc
seclusion	positive	nrc
secondhand	negative	nrc
secretariat	positive	nrc
secretion	negative	nrc
secretive	negative	nrc
sectarian	negative	nrc
sedition	negative	nrc
seduce	negative	nrc
seduction	negative	nrc
segregate	negative	nrc
segregated	negative	nrc
seize	negative	nrc
selfish	negative	nrc
selfishness	negative	nrc
senile	negative	nrc
seniority	positive	nrc
sensational	positive	nrc
sense	positive	nrc
senseless	negative	nrc
sensibility	positive	nrc
sensibly	positive	nrc
sensual	negative	nrc
sensual	positive	nrc
sensuality	positive	nrc
sensuous	positive	nrc
sentence	negative	nrc
sentimental	positive	nrc
sentimentality	positive	nrc
sentinel	positive	nrc
separatist	negative	nrc
sepsis	negative	nrc
septic	negative	nrc
sequestration	negative	nrc
serene	negative	nrc
serenity	positive	nrc
sermon	positive	nrc
serpent	negative	nrc
serum	positive	nrc
servant	negative	nrc
serve	negative	nrc
servile	negative	nrc
servitude	negative	nrc
setback	negative	nrc
settlor	positive	nrc
sever	negative	nrc
sewage	negative	nrc
sewerage	negative	nrc
sex	positive	nrc
shabby	negative	nrc
shack	negative	nrc
shackle	negative	nrc
shady	negative	nrc
shaking	negative	nrc
shaky	negative	nrc
sham	negative	nrc
shambles	negative	nrc
shame	negative	nrc
shameful	negative	nrc
shameless	negative	nrc
shanghai	negative	nrc
shape	positive	nrc
shapely	positive	nrc
share	positive	nrc
shark	negative	nrc
shatter	negative	nrc
shattered	negative	nrc
shed	negative	nrc
shell	negative	nrc
shelter	positive	nrc
shelved	negative	nrc
shepherd	positive	nrc
shine	positive	nrc
shining	positive	nrc
shipwreck	negative	nrc
shit	negative	nrc
shiver	negative	nrc
shock	negative	nrc
shoddy	negative	nrc
shoot	negative	nrc
shooting	negative	nrc
shoplifting	negative	nrc
shopping	positive	nrc
shortage	negative	nrc
shortcoming	negative	nrc
shot	negative	nrc
shoulder	positive	nrc
shove	negative	nrc
showy	negative	nrc
shrewd	positive	nrc
shriek	negative	nrc
shrill	negative	nrc
shrink	negative	nrc
shrunk	negative	nrc
shudder	negative	nrc
shun	negative	nrc
sick	negative	nrc
sickening	negative	nrc
sickly	negative	nrc
sickness	negative	nrc
silk	positive	nrc
silly	negative	nrc
simplify	positive	nrc
sin	negative	nrc
sincere	positive	nrc
sincerity	positive	nrc
sinful	negative	nrc
sing	positive	nrc
singly	positive	nrc
sinister	negative	nrc
sinner	negative	nrc
sinning	negative	nrc
sir	positive	nrc
siren	negative	nrc
sissy	negative	nrc
sisterhood	positive	nrc
skeptical	negative	nrc
sketchy	negative	nrc
skewed	negative	nrc
skid	negative	nrc
skilled	positive	nrc
skillful	positive	nrc
skip	negative	nrc
skirmish	negative	nrc
sky	positive	nrc
slack	negative	nrc
slag	negative	nrc
slam	negative	nrc
slander	negative	nrc
slanderous	negative	nrc
slap	negative	nrc
slate	positive	nrc
slaughter	negative	nrc
slaughterhouse	negative	nrc
slaughtering	negative	nrc
slave	negative	nrc
slavery	negative	nrc
slay	negative	nrc
slayer	negative	nrc
sleek	positive	nrc
sleet	negative	nrc
slender	positive	nrc
slim	positive	nrc
slimy	negative	nrc
slink	negative	nrc
slip	negative	nrc
slop	negative	nrc
sloppy	negative	nrc
sloth	negative	nrc
slouch	negative	nrc
slough	negative	nrc
slowness	negative	nrc
sludge	negative	nrc
slug	negative	nrc
sluggish	negative	nrc
slum	negative	nrc
slump	negative	nrc
slur	negative	nrc
slush	negative	nrc
slut	negative	nrc
sly	negative	nrc
smack	negative	nrc
small	negative	nrc
smash	negative	nrc
smashed	negative	nrc
smattering	negative	nrc
smell	negative	nrc
smelling	negative	nrc
smile	positive	nrc
smiling	positive	nrc
smirk	negative	nrc
smite	negative	nrc
smitten	positive	nrc
smoker	negative	nrc
smoothness	positive	nrc
smother	negative	nrc
smudge	negative	nrc
smug	negative	nrc
smuggle	negative	nrc
smuggler	negative	nrc
smuggling	negative	nrc
smut	negative	nrc
snag	negative	nrc
snags	negative	nrc
snake	negative	nrc
snare	negative	nrc
snarl	negative	nrc
snarling	negative	nrc
sneak	negative	nrc
sneaking	negative	nrc
sneer	negative	nrc
sneeze	negative	nrc
snicker	positive	nrc
snide	negative	nrc
snob	negative	nrc
soak	negative	nrc
sob	negative	nrc
sobriety	positive	nrc
sociable	positive	nrc
socialist	negative	nrc
soil	negative	nrc
soiled	negative	nrc
solace	positive	nrc
soldier	positive	nrc
solid	positive	nrc
solidity	positive	nrc
solution	positive	nrc
solvency	positive	nrc
somatic	negative	nrc
somber	negative	nrc
sonar	positive	nrc
sonata	positive	nrc
sonnet	positive	nrc
sonorous	positive	nrc
soot	negative	nrc
soothe	positive	nrc
soothing	positive	nrc
sorcery	negative	nrc
sordid	negative	nrc
sore	negative	nrc
sorely	negative	nrc
soreness	negative	nrc
sorrow	negative	nrc
sorrowful	negative	nrc
sorter	positive	nrc
sortie	negative	nrc
soulless	negative	nrc
soulmate	negative	nrc
soundness	positive	nrc
soup	positive	nrc
sour	negative	nrc
spa	positive	nrc
spacious	positive	nrc
spaniel	positive	nrc
spank	negative	nrc
sparkle	positive	nrc
spasm	negative	nrc
spat	negative	nrc
spear	negative	nrc
special	positive	nrc
specie	positive	nrc
speck	negative	nrc
spectacle	negative	nrc
spectacle	positive	nrc
specter	negative	nrc
spectral	negative	nrc
speculation	negative	nrc
speech	positive	nrc
speedy	positive	nrc
spelling	positive	nrc
spent	negative	nrc
spice	positive	nrc
spine	negative	nrc
spine	positive	nrc
spinster	negative	nrc
spirit	positive	nrc
spirits	positive	nrc
spite	negative	nrc
spiteful	negative	nrc
splendid	positive	nrc
splendor	positive	nrc
splinter	negative	nrc
split	negative	nrc
splitting	negative	nrc
spoil	negative	nrc
spoiler	negative	nrc
spoke	negative	nrc
sponge	negative	nrc
sponsor	positive	nrc
spook	negative	nrc
spotless	positive	nrc
spouse	positive	nrc
sprain	negative	nrc
spree	negative	nrc
sprite	negative	nrc
spruce	positive	nrc
spurious	negative	nrc
squall	negative	nrc
squatter	negative	nrc
squeamish	negative	nrc
squelch	negative	nrc
squirm	negative	nrc
stab	negative	nrc
stable	positive	nrc
staccato	positive	nrc
staggering	negative	nrc
stagnant	negative	nrc
stain	negative	nrc
stainless	positive	nrc
stale	negative	nrc
stalk	negative	nrc
stallion	positive	nrc
stalwart	positive	nrc
stamina	positive	nrc
standing	positive	nrc
standoff	negative	nrc
standstill	negative	nrc
star	positive	nrc
staring	negative	nrc
stark	negative	nrc
starlight	positive	nrc
starry	positive	nrc
startle	negative	nrc
starvation	negative	nrc
starved	negative	nrc
starving	negative	nrc
stately	positive	nrc
statement	positive	nrc
stationary	negative	nrc
statue	positive	nrc
status	positive	nrc
staunch	positive	nrc
stave	negative	nrc
steadfast	positive	nrc
steal	negative	nrc
stealing	negative	nrc
stealthy	negative	nrc
stellar	positive	nrc
stereotype	negative	nrc
stereotyped	negative	nrc
sterile	negative	nrc
sterility	negative	nrc
sterling	negative	nrc
sterling	positive	nrc
stern	negative	nrc
steward	positive	nrc
stiff	negative	nrc
stiffness	negative	nrc
stifle	negative	nrc
stifled	negative	nrc
stigma	negative	nrc
stillborn	negative	nrc
stillness	positive	nrc
sting	negative	nrc
stinging	negative	nrc
stingy	negative	nrc
stink	negative	nrc
stinking	negative	nrc
stint	negative	nrc
stocks	negative	nrc
stolen	negative	nrc
stone	negative	nrc
stoned	negative	nrc
stools	negative	nrc
stoppage	negative	nrc
store	positive	nrc
storm	negative	nrc
stormy	negative	nrc
straightforward	positive	nrc
strained	negative	nrc
straits	negative	nrc
stranded	negative	nrc
stranger	negative	nrc
strangle	negative	nrc
strategic	positive	nrc
strategist	positive	nrc
stray	negative	nrc
strength	positive	nrc
strengthen	positive	nrc
strengthening	positive	nrc
stress	negative	nrc
strife	negative	nrc
strike	negative	nrc
striking	positive	nrc
strikingly	positive	nrc
strip	negative	nrc
stripe	negative	nrc
stripped	negative	nrc
stroke	negative	nrc
strongly	positive	nrc
structure	positive	nrc
struggle	negative	nrc
strut	negative	nrc
stud	positive	nrc
study	positive	nrc
stuffy	negative	nrc
stumble	negative	nrc
stunned	negative	nrc
stunted	negative	nrc
stupid	negative	nrc
stupidity	negative	nrc
stupor	negative	nrc
sturdy	positive	nrc
sty	negative	nrc
subdue	negative	nrc
subject	negative	nrc
subjected	negative	nrc
subjection	negative	nrc
subjugation	negative	nrc
sublimation	positive	nrc
subordinate	negative	nrc
subpoena	negative	nrc
subsidence	negative	nrc
subsidy	negative	nrc
subsist	negative	nrc
substance	positive	nrc
substantive	positive	nrc
subtract	negative	nrc
subversion	negative	nrc
subversive	negative	nrc
subvert	negative	nrc
succeed	positive	nrc
succeeding	positive	nrc
success	positive	nrc
successful	positive	nrc
succinct	positive	nrc
succulent	negative	nrc
succulent	positive	nrc
succumb	negative	nrc
suck	negative	nrc
sucker	negative	nrc
sue	negative	nrc
suffer	negative	nrc
sufferer	negative	nrc
suffering	negative	nrc
sufficiency	positive	nrc
suffocating	negative	nrc
suffocation	negative	nrc
sugar	positive	nrc
suicidal	negative	nrc
suicide	negative	nrc
suitable	positive	nrc
sullen	negative	nrc
sultry	positive	nrc
summons	negative	nrc
sun	positive	nrc
sunk	negative	nrc
sunny	positive	nrc
sunset	positive	nrc
sunshine	positive	nrc
superb	positive	nrc
superficial	negative	nrc
superfluous	negative	nrc
superhuman	positive	nrc
superior	positive	nrc
superiority	positive	nrc
superman	positive	nrc
superstar	positive	nrc
superstition	negative	nrc
superstition	positive	nrc
superstitious	negative	nrc
supplication	positive	nrc
supplies	positive	nrc
supply	positive	nrc
supported	positive	nrc
supporter	positive	nrc
supporting	positive	nrc
suppress	negative	nrc
suppression	negative	nrc
supremacy	negative	nrc
supremacy	positive	nrc
supreme	positive	nrc
supremely	positive	nrc
surcharge	negative	nrc
surety	positive	nrc
surly	negative	nrc
surmise	positive	nrc
surpassing	positive	nrc
surprise	positive	nrc
surrender	negative	nrc
surrendering	negative	nrc
surround	negative	nrc
surround	positive	nrc
surveying	positive	nrc
survive	positive	nrc
susceptible	negative	nrc
suspect	negative	nrc
suspension	negative	nrc
suspicion	negative	nrc
suspicious	negative	nrc
swab	negative	nrc
swamp	negative	nrc
swampy	negative	nrc
swastika	negative	nrc
swear	positive	nrc
sweet	positive	nrc
sweetheart	positive	nrc
sweetie	positive	nrc
sweetness	positive	nrc
sweets	positive	nrc
swelling	negative	nrc
swift	positive	nrc
swig	negative	nrc
swim	positive	nrc
swine	negative	nrc
swollen	negative	nrc
symbolic	positive	nrc
symmetrical	positive	nrc
symmetry	positive	nrc
sympathetic	positive	nrc
sympathy	positive	nrc
symphony	positive	nrc
symptom	negative	nrc
synchronize	positive	nrc
syncope	negative	nrc
synergistic	positive	nrc
synod	positive	nrc
synonymous	negative	nrc
synonymous	positive	nrc
taboo	negative	nrc
tact	positive	nrc
taint	negative	nrc
tale	positive	nrc
talent	positive	nrc
talisman	positive	nrc
talk	positive	nrc
talons	negative	nrc
tangled	negative	nrc
tanned	positive	nrc
tantalizing	negative	nrc
tantalizing	positive	nrc
tardiness	negative	nrc
tardy	negative	nrc
tariff	negative	nrc
tarnish	negative	nrc
tarry	negative	nrc
task	positive	nrc
tasteful	positive	nrc
tasteless	negative	nrc
tasty	positive	nrc
taunt	negative	nrc
tax	negative	nrc
teach	positive	nrc
teacher	positive	nrc
tease	negative	nrc
teasing	negative	nrc
technology	positive	nrc
tedious	negative	nrc
tedium	negative	nrc
teens	negative	nrc
teens	positive	nrc
temperance	positive	nrc
tempered	positive	nrc
tempest	negative	nrc
temptation	negative	nrc
tenable	positive	nrc
tenacious	positive	nrc
tenacity	positive	nrc
tenancy	positive	nrc
tenant	positive	nrc
tender	positive	nrc
tenderness	positive	nrc
tenement	negative	nrc
terminal	negative	nrc
termination	negative	nrc
termite	negative	nrc
terrible	negative	nrc
terror	negative	nrc
terrorism	negative	nrc
terrorist	negative	nrc
terrorize	negative	nrc
tetanus	negative	nrc
tether	negative	nrc
thankful	positive	nrc
thanksgiving	positive	nrc
theft	negative	nrc
theism	negative	nrc
theocratic	negative	nrc
theoretical	positive	nrc
therapeutic	positive	nrc
therapeutics	positive	nrc
thief	negative	nrc
thinker	positive	nrc
thirsty	negative	nrc
thorn	negative	nrc
thorny	negative	nrc
thoroughbred	positive	nrc
thoughtful	positive	nrc
thoughtfulness	positive	nrc
thoughtless	negative	nrc
thrash	negative	nrc
threat	negative	nrc
threaten	negative	nrc
threatening	negative	nrc
thresh	negative	nrc
thrift	positive	nrc
thrill	positive	nrc
thrilling	positive	nrc
thriving	positive	nrc
throb	negative	nrc
throne	positive	nrc
throttle	negative	nrc
thug	negative	nrc
thump	negative	nrc
thundering	negative	nrc
thwart	negative	nrc
tickle	positive	nrc
tiff	negative	nrc
tiling	positive	nrc
timely	positive	nrc
timid	negative	nrc
timidity	negative	nrc
tinsel	positive	nrc
tipsy	negative	nrc
tirade	negative	nrc
tired	negative	nrc
tiredness	negative	nrc
tiresome	negative	nrc
tit	negative	nrc
title	positive	nrc
toad	negative	nrc
toast	positive	nrc
tobacco	negative	nrc
toilet	negative	nrc
toils	negative	nrc
tolerant	positive	nrc
tolerate	negative	nrc
toleration	positive	nrc
toothache	negative	nrc
top	positive	nrc
torment	negative	nrc
torn	negative	nrc
torpedo	negative	nrc
torrid	negative	nrc
tort	negative	nrc
tortious	negative	nrc
torture	negative	nrc
touched	negative	nrc
touchy	negative	nrc
tough	negative	nrc
toughness	positive	nrc
tower	positive	nrc
towering	positive	nrc
toxic	negative	nrc
toxin	negative	nrc
traditional	positive	nrc
tragedy	negative	nrc
tragic	negative	nrc
traitor	negative	nrc
tramp	negative	nrc
trance	negative	nrc
tranquil	positive	nrc
tranquility	positive	nrc
transcendence	positive	nrc
transcendental	positive	nrc
transgression	negative	nrc
trappings	negative	nrc
traps	negative	nrc
trash	negative	nrc
trashy	negative	nrc
traumatic	negative	nrc
travail	negative	nrc
traveling	positive	nrc
travesty	negative	nrc
treacherous	negative	nrc
treachery	negative	nrc
treason	negative	nrc
treasure	positive	nrc
treat	negative	nrc
treat	positive	nrc
tree	positive	nrc
trembling	negative	nrc
tremendously	positive	nrc
tremor	negative	nrc
trend	positive	nrc
trendy	positive	nrc
trepidation	negative	nrc
trespass	negative	nrc
tribulation	negative	nrc
tribunal	negative	nrc
tributary	positive	nrc
tribute	positive	nrc
trick	negative	nrc
trickery	negative	nrc
trifle	negative	nrc
trig	positive	nrc
tripping	negative	nrc
triumph	positive	nrc
triumphant	positive	nrc
troll	negative	nrc
trophy	positive	nrc
troublesome	negative	nrc
truce	positive	nrc
true	positive	nrc
trumpet	negative	nrc
trusty	positive	nrc
truth	positive	nrc
truthfulness	positive	nrc
tumble	negative	nrc
tumor	negative	nrc
tumour	negative	nrc
tumult	negative	nrc
tumultuous	negative	nrc
turbulence	negative	nrc
turbulent	negative	nrc
turmoil	negative	nrc
tutelage	positive	nrc
tutor	positive	nrc
twin	positive	nrc
twinkle	positive	nrc
twitch	negative	nrc
typhoon	negative	nrc
tyrannical	negative	nrc
tyranny	negative	nrc
tyrant	negative	nrc
ugliness	negative	nrc
ugly	negative	nrc
ulcer	negative	nrc
ulterior	negative	nrc
ultimately	positive	nrc
ultimatum	negative	nrc
umpire	positive	nrc
unable	negative	nrc
unacceptable	negative	nrc
unaccountable	negative	nrc
unanimity	positive	nrc
unanimous	positive	nrc
unapproved	negative	nrc
unassuming	positive	nrc
unattached	negative	nrc
unattainable	negative	nrc
unattractive	negative	nrc
unauthorized	negative	nrc
unavoidable	negative	nrc
unaware	negative	nrc
unbearable	negative	nrc
unbeaten	negative	nrc
unbeaten	positive	nrc
unbelief	negative	nrc
unbelievable	negative	nrc
unbiased	positive	nrc
unborn	negative	nrc
unbreakable	positive	nrc
unbridled	negative	nrc
unbridled	positive	nrc
unbroken	positive	nrc
uncanny	negative	nrc
uncaring	negative	nrc
uncertain	negative	nrc
unchangeable	negative	nrc
unclean	negative	nrc
uncomfortable	negative	nrc
unconscionable	negative	nrc
unconscious	negative	nrc
unconstitutional	negative	nrc
unconstrained	positive	nrc
uncontrollable	negative	nrc
uncontrolled	negative	nrc
undecided	negative	nrc
underline	positive	nrc
undermined	negative	nrc
underpaid	negative	nrc
undersized	negative	nrc
understanding	positive	nrc
underwrite	positive	nrc
undesirable	negative	nrc
undesired	negative	nrc
undivided	positive	nrc
undo	negative	nrc
undying	positive	nrc
uneasiness	negative	nrc
uneasy	negative	nrc
uneducated	negative	nrc
unemployed	negative	nrc
unequal	negative	nrc
unequivocally	positive	nrc
uneven	negative	nrc
unexpected	negative	nrc
unexpected	positive	nrc
unexplained	negative	nrc
unfair	negative	nrc
unfairness	negative	nrc
unfaithful	negative	nrc
unfavorable	negative	nrc
unfinished	negative	nrc
unfold	positive	nrc
unforgiving	negative	nrc
unfortunate	negative	nrc
unfriendly	negative	nrc
unfulfilled	negative	nrc
unfurnished	negative	nrc
ungodly	negative	nrc
ungrateful	negative	nrc
unhappiness	negative	nrc
unhappy	negative	nrc
unhealthy	negative	nrc
unholy	negative	nrc
unification	positive	nrc
uniformly	positive	nrc
unimaginable	negative	nrc
unimaginable	positive	nrc
unimportant	negative	nrc
unimpressed	negative	nrc
unimproved	negative	nrc
uninfected	positive	nrc
uninformed	negative	nrc
uninitiated	negative	nrc
uninspired	negative	nrc
unintelligible	negative	nrc
unintentionally	negative	nrc
uninterested	negative	nrc
uninteresting	negative	nrc
unique	positive	nrc
unison	positive	nrc
unitary	positive	nrc
united	positive	nrc
unity	positive	nrc
university	positive	nrc
unjust	negative	nrc
unjustifiable	negative	nrc
unjustified	negative	nrc
unkind	negative	nrc
unknown	negative	nrc
unlawful	negative	nrc
unlicensed	negative	nrc
unlimited	positive	nrc
unlucky	negative	nrc
unmanageable	negative	nrc
unnatural	negative	nrc
unofficial	negative	nrc
unpaid	negative	nrc
unpleasant	negative	nrc
unpopular	negative	nrc
unpredictable	negative	nrc
unprepared	negative	nrc
unpretentious	positive	nrc
unproductive	negative	nrc
unprofitable	negative	nrc
unprotected	negative	nrc
unpublished	negative	nrc
unquestionable	positive	nrc
unquestionably	positive	nrc
unquestioned	positive	nrc
unreliable	negative	nrc
unrequited	negative	nrc
unruly	negative	nrc
unsafe	negative	nrc
unsatisfactory	negative	nrc
unsatisfied	negative	nrc
unsavory	negative	nrc
unscathed	positive	nrc
unscrupulous	negative	nrc
unselfish	positive	nrc
unsettled	negative	nrc
unsightly	negative	nrc
unsophisticated	negative	nrc
unspeakable	negative	nrc
unstable	negative	nrc
unsuccessful	negative	nrc
unsuitable	negative	nrc
unsung	negative	nrc
unsupported	negative	nrc
unsurpassed	positive	nrc
unsustainable	negative	nrc
unsympathetic	negative	nrc
untamed	negative	nrc
untenable	negative	nrc
unthinkable	negative	nrc
untidy	negative	nrc
untie	negative	nrc
untie	positive	nrc
untimely	negative	nrc
untitled	negative	nrc
untold	negative	nrc
untoward	negative	nrc
untrained	negative	nrc
untrue	negative	nrc
untrustworthy	negative	nrc
unwarranted	negative	nrc
unwashed	negative	nrc
unwavering	positive	nrc
unwelcome	negative	nrc
unwell	negative	nrc
unwillingness	negative	nrc
unwise	negative	nrc
unwitting	negative	nrc
unworthy	negative	nrc
unyielding	negative	nrc
upheaval	negative	nrc
uphill	negative	nrc
uphill	positive	nrc
uplift	positive	nrc
upright	positive	nrc
uprising	negative	nrc
uproar	negative	nrc
upset	negative	nrc
urchin	negative	nrc
urgent	negative	nrc
usefulness	positive	nrc
useless	negative	nrc
usher	positive	nrc
usual	positive	nrc
usurp	negative	nrc
usurped	negative	nrc
usury	negative	nrc
utility	positive	nrc
utopian	positive	nrc
vacancy	negative	nrc
vacation	positive	nrc
vaccine	positive	nrc
vacuous	negative	nrc
vague	negative	nrc
vagueness	negative	nrc
vainly	negative	nrc
valiant	positive	nrc
valor	positive	nrc
valuable	positive	nrc
vampire	negative	nrc
vanguard	positive	nrc
vanished	negative	nrc
vanity	negative	nrc
vanquish	positive	nrc
varicella	negative	nrc
varicose	negative	nrc
vegetative	negative	nrc
vehement	negative	nrc
velvet	positive	nrc
velvety	positive	nrc
vendetta	negative	nrc
venerable	positive	nrc
veneration	positive	nrc
vengeance	negative	nrc
vengeful	negative	nrc
venom	negative	nrc
venomous	negative	nrc
veracity	positive	nrc
verbosity	negative	nrc
verdant	positive	nrc
verge	negative	nrc
verification	positive	nrc
verified	positive	nrc
verily	positive	nrc
veritable	positive	nrc
vermin	negative	nrc
vernal	positive	nrc
versus	negative	nrc
vertigo	negative	nrc
verve	positive	nrc
veteran	positive	nrc
veto	negative	nrc
vicar	positive	nrc
vice	negative	nrc
vicious	negative	nrc
victim	negative	nrc
victimized	negative	nrc
victor	positive	nrc
victorious	positive	nrc
victory	positive	nrc
vigilance	positive	nrc
vigilant	positive	nrc
vigor	positive	nrc
vigorous	positive	nrc
villager	positive	nrc
villain	negative	nrc
villainous	negative	nrc
vindicated	positive	nrc
vindication	positive	nrc
vindictive	negative	nrc
violation	negative	nrc
violence	negative	nrc
violent	negative	nrc
violently	negative	nrc
viper	negative	nrc
virgin	positive	nrc
virginity	positive	nrc
virtue	positive	nrc
virtuous	positive	nrc
virulence	negative	nrc
virus	negative	nrc
vision	positive	nrc
visionary	positive	nrc
visit	positive	nrc
visitation	negative	nrc
visitor	positive	nrc
vital	positive	nrc
vitality	positive	nrc
vivacious	positive	nrc
vivid	positive	nrc
vixen	negative	nrc
vocabulary	positive	nrc
volatility	negative	nrc
volcano	negative	nrc
volunteer	positive	nrc
voluptuous	positive	nrc
vomiting	negative	nrc
voodoo	negative	nrc
vote	negative	nrc
vote	positive	nrc
vouch	positive	nrc
vow	positive	nrc
vulgar	negative	nrc
vulgarity	negative	nrc
vulnerability	negative	nrc
vulture	negative	nrc
waffle	negative	nrc
wages	positive	nrc
wail	negative	nrc
wait	negative	nrc
wallow	negative	nrc
wan	negative	nrc
wane	negative	nrc
wanting	negative	nrc
war	negative	nrc
warden	negative	nrc
ware	negative	nrc
warfare	negative	nrc
